id_invoice,issuedDate,address,company,companyEmail,country,contact,name,service,total,discount,tax,invoiceStatus,balance,dueDate,client
16,2023-03-31,"769 Kimberly Ford Apt. 817, Smithfort, MH 18489",Pitts and Sons,sharonlogan@pena.com,Northern Mariana Islands,412-661-3543,Ian Harris,AI Solution,5627.85,996.57,537.47,Paid,5168.75,2023-04-18,Company E
23,2023-05-14,"58881 Erickson Loaf Apt. 488, East Shaneshire, NE 42762",Rivera and Sons,mriddle@walsh-guerra.com,Saint Lucia,7498794674,Pamela Cunningham,AI Solution,5579.5,488.75,251.14,Pending,5341.89,2023-05-26,Company A
62,2022-08-04,"4146 Mendoza Parkways Suite 786, Foxmouth, VI 53256","Washington, Mejia and Clark",rwashington@huynh.com,Latvia,641.368.1503,Christopher Warren,E-commerce Development,3055.98,106.06,218.79,Pending,3168.71,2022-08-30,Company B
46,2023-06-09,"626 Shannon Tunnel, Robertland, VT 54207","Smith, Moon and Thomas",ewallace@rodgers.net,Estonia,558.251.0151x862,Peter Hamilton,Mobile App Development,1687.72,56.47,38.07,Paid,1669.32,2023-07-08,Company E
10,2023-02-03,"52518 Cynthia Field, Thomasland, FM 99399","Harrell, Mitchell and Small",dorothy05@dominguez.com,Poland,851.484.9636x7683,Michele Williams,E-commerce Development,3802.19,708.63,311.71,Overdue,3405.27,2023-02-17,Company B
87,2023-03-29,"0041 Susan Glens, Lake Jessicaview, MP 61611","Underwood, Gray and Barker",michael23@fleming.com,United States Minor Outlying Islands,+1-204-555-6486x94301,Jennifer Boyd,Web Development,1600.14,214.57,75.19,Overdue,1460.76,2023-04-24,Company C
98,2022-10-09,"0549 Mathews Stravenue, New Arielburgh, IN 23622",Warren Ltd,mwilliams@rodriguez.biz,Bhutan,(332)673-4205x28752,Justin Horton Jr.,UI/UX Design,477.43,47.74,43.7,Pending,473.39,2022-10-31,Company C
96,2022-10-09,"6049 Moore Village, Smithtown, VI 44271",Johnson-King,anthonyreyes@torres-little.com,Guam,833.878.1396,Jeremiah Davis,AI Solution,3115.77,4.84,44.74,Paid,3155.67,2022-10-20,Company E
9,2023-06-06,"37156 Miller Mount, Jerrychester, UT 84980",Huerta LLC,andrewharris@clarke.org,Antarctica (the territory South of 60 deg S),8009077256,Lisa Nichols,E-commerce Development,3943.56,255.7,310.49,Overdue,3998.35,2023-06-22,Company C
24,2023-01-24,"287 Thomas Knoll, Kylebury, IA 27487",Cain Inc,bradyveronica@jones.biz,Heard Island and McDonald Islands,248-897-2544,Joseph Horn,IoT Solution,3392.59,522.62,69.64,Paid,2939.61,2023-02-20,Company E
87,2023-04-19,"4927 Sims Springs Apt. 475, Paulafurt, LA 55559","Francis, Brown and Russell",joannabeard@avery-quinn.net,Palau,+1-381-273-7741x325,Emma Walker,Web Development,2963.57,544.29,53.67,Pending,2472.95,2023-05-13,Company E
21,2023-03-04,"8651 Kevin Springs Suite 022, Whitneytown, MD 42050",Vaughan Group,edwardspatricia@hunt.com,Saint Lucia,3097862721,Billy Williams,UI/UX Design,634.08,45.09,41.96,Pending,630.95,2023-03-29,Company D
79,2022-09-27,"104 Smith Union, Kevinville, TX 64779",Horn Group,erikamejia@miller-mendoza.biz,Trinidad and Tobago,(291)885-0488,Stefanie Riley,UI/UX Design,623.21,79.17,31.32,Paid,575.36,2022-10-10,Company C
53,2023-04-22,"909 Gomez Branch Apt. 003, Alexanderhaven, ME 35990",Valencia-Jimenez,jacquelineroberts@conley.org,Congo,442-214-4096x9000,Bruce Leonard,UI/UX Design,968.15,86.77,62.2,Paid,943.58,2023-05-19,Company E
72,2023-04-19,"Unit 7678 Box 8500, DPO AP 74148",Garcia-Allison,robertocrawford@baird-haas.com,Grenada,+1-946-303-7527x210,Gary Ball,UI/UX Design,338.11,23.15,13.84,Paid,328.8,2023-05-13,Company E
65,2023-07-08,"5234 Holden Valleys, Lake Jennifermouth, DE 81224",Mathews-Macias,lori21@harris-frank.com,El Salvador,(416)932-9009,Jennifer Summers,IoT Solution,2537.27,217.43,144.19,Pending,2464.03,2023-08-02,Company B
66,2022-08-07,"80199 Kelsey Turnpike, East Cynthiafort, ME 29047",Reed LLC,wayne70@lane.com,Guernsey,(869)996-8142,Donald Martinez,Mobile App Development,2837.75,397.01,256.56,Overdue,2697.3,2022-09-06,Company A
97,2022-12-31,"03823 Paige Parks, Smithshire, MA 11526",Burns-Rodriguez,zhouston@saunders.com,Ukraine,903.272.7372,Heather Rice,Web Development,1948.39,172.92,138.79,Overdue,1914.26,2023-01-20,Company A
4,2023-04-02,"08252 Johnson Key Apt. 621, Barnettfurt, WI 66564",White-Mccoy,evelynmoore@frederick.com,Belgium,(673)566-5525,Debra Powell,AI Solution,7857.72,333.44,454.51,Pending,7978.79,2023-05-02,Company D
50,2022-10-17,"9161 Hawkins Coves Apt. 167, Mooreton, IN 14089",Hall LLC,kelly15@patton.biz,Comoros,3345767061,Mark Allen,Web Development,2706.1,186.53,203.21,Paid,2722.78,2022-10-27,Company E
68,2023-04-03,"825 Jason Parkway, South Christianhaven, AS 38925","Thomas, Levine and Brown",briancollins@pope-palmer.com,Sudan,+1-885-517-0885x12638,Stacy Lewis,IoT Solution,3164.04,339.15,7.26,Paid,2832.15,2023-04-15,Company D
100,2023-05-25,"40746 Alan Meadow Suite 847, Williambury, DC 19960",Marsh-Dixon,evanwilliams@barron.com,South Africa,534-808-3142,Kimberly Jones,UI/UX Design,265.34,20.46,22.73,Pending,267.61,2023-06-20,Company D
19,2023-02-13,"08271 Horton Forks, New Kyle, MP 15321",Hernandez LLC,robert99@sutton-diaz.com,Bulgaria,958-499-1602x98558,Michael Huff,Web Development,840.17,150.3,53.84,Paid,743.71,2023-02-22,Company C
6,2023-01-25,"31740 Erin Cape Suite 488, Ashleytown, NC 87305",Davis Group,jdavis@gentry-brooks.com,Tonga,7919447307,Lori Silva,E-commerce Development,2255.85,232.17,186.48,Overdue,2210.16,2023-02-08,Company E
77,2022-08-12,"0914 Garrett Mountains Apt. 937, North Bobport, NJ 42958",Austin-Marshall,robert51@nelson.com,Australia,875-974-7212x5964,Megan Young,UI/UX Design,526.21,98.03,11.37,Overdue,439.55,2022-08-25,Company D
18,2022-08-20,"578 Ellison Roads Suite 584, New Johntown, GU 45713",Mccormick Inc,othomas@gonzalez.com,Finland,375.410.6077,Joshua Gallagher,IoT Solution,5868.28,133.07,451.94,Pending,6187.15,2022-09-12,Company D
63,2023-03-13,"63889 Rachel Grove, Robertburgh, VT 79159","Jones, Smith and Gonzales",fcochran@skinner.com,Anguilla,(681)254-1146x4590,Elizabeth Watts,IoT Solution,7062.02,1208.18,226.75,Paid,6080.59,2023-04-07,Company E
10,2023-02-16,"12444 Kramer Pass, West Garrett, ME 80154",Hill-Robinson,xgonzalez@chase-bryant.com,Benin,5735732249,Jason Mason,AI Solution,6495.52,1023.46,537.49,Overdue,6009.55,2023-03-17,Company D
75,2022-12-16,"6161 Ruben Plain Suite 405, South Darryl, VT 39776","Johnson, Gutierrez and Shaw",castrojames@howard.org,Togo,(764)369-0214x922,Larry Vaughn,IoT Solution,3484.75,594.51,52.07,Paid,2942.31,2022-12-25,Company E
98,2022-07-29,"82135 Walter Crossroad, East Shirleyville, WY 25801",Martinez and Sons,hurstanna@soto-brown.net,Lesotho,+1-381-239-4151,Jason Ramirez,AI Solution,3162.06,394.38,257.16,Overdue,3024.84,2022-08-27,Company A
74,2022-10-21,"80357 Harper Groves Suite 259, North Kimberlymouth, SC 74847","Hines, Rice and Shepherd",khernandez@gray.com,Tonga,(914)718-1447,Danielle Soto,IoT Solution,6597.39,726.76,314.27,Pending,6184.9,2022-11-05,Company B
39,2022-10-23,"338 Ruiz Glen Suite 962, North Joshuaport, NY 74157","Anderson, Jones and Reyes",hawkinsthomas@jackson.com,Yemen,689-258-4060,Joseph Rice,Web Development,828.14,149.16,77.1,Overdue,756.08,2022-11-12,Company B
15,2022-08-30,"6176 Sherri Islands Suite 780, Hannahton, KS 59413",Anderson-Peterson,dwebster@chambers-garcia.com,South Africa,001-855-342-5010x34358,Christopher Hernandez,E-commerce Development,4935.42,818.24,426.54,Overdue,4543.72,2022-09-17,Company D
69,2023-02-11,"05083 Lopez Squares Suite 395, Elizabethbury, SC 12996",Hester and Sons,everettderek@hoffman-bryant.org,Burkina Faso,7832557346,Margaret Mendoza,E-commerce Development,3665.65,218.33,21.89,Overdue,3469.21,2023-02-18,Company E
90,2023-04-24,"55422 Nelson Ramp, Port Waynefurt, IL 56819",Anderson-Turner,bankschristine@robinson-sutton.com,Algeria,490.745.6076,Glen Lewis,E-commerce Development,4722.55,341.72,8.66,Overdue,4389.49,2023-05-02,Company B
29,2023-01-18,"733 Eric Ports, Lisaville, OH 46571",Davis-Robbins,mullendawn@herrera.com,Reunion,001-297-694-8382x30691,Jeremy Wagner,Web Development,1014.1,167.7,34.82,Paid,881.22,2023-02-14,Company E
29,2022-07-28,"0292 Marshall Squares Suite 871, North Susan, IL 50916",Reynolds and Sons,torozco@calhoun-foster.info,Syrian Arab Republic,729.984.7661x4104,Seth Hubbard,AI Solution,3054.7,262.48,226.97,Overdue,3019.19,2022-08-13,Company B
43,2023-05-28,"251 Donald Burgs, South Nichole, NE 56938","Ball, Fields and Lawrence",debrawarren@lang.org,Saint Pierre and Miquelon,572.275.4816,Dr. Daniel Walker MD,UI/UX Design,858.06,81.04,48.38,Pending,825.4,2023-06-24,Company E
16,2023-01-30,"7665 Santos Falls Apt. 872, Alvarezberg, NV 22868","Ortiz, Hardy and Larson",sbennett@smith.com,Wallis and Futuna,(911)805-5450x83030,Ryan Graham,UI/UX Design,762.32,82.56,54.45,Pending,734.21,2023-02-15,Company E
71,2023-05-20,"202 Gonzalez Common, Alexandraburgh, NE 81541","Harmon, Taylor and Mcfarland",andrew69@knight.com,Mexico,001-219-337-2182x990,Robert Freeman,AI Solution,4015.79,457.97,21.43,Pending,3579.25,2023-06-04,Company C
91,2022-10-11,"9404 Melendez Hollow Apt. 450, Taylorton, TN 04717","Pham, Nguyen and Grant",michael04@mccormick.info,Burkina Faso,001-205-981-5736x1409,Jessica Burch,AI Solution,9099.58,1625.18,151.71,Paid,7626.11,2022-10-31,Company C
99,2022-08-01,"09576 Smith Rue Suite 483, New Joshuaville, MH 42349",Perez-Santos,hubbardmegan@johnson-jenkins.com,United States of America,981.482.4682x40908,Michelle Gonzales,Web Development,2485.44,430.89,201.08,Paid,2255.63,2022-08-25,Company A
2,2023-06-01,"2081 Burns Road, Priceville, LA 67078",Lindsey-Little,salazaryvonne@williams.com,Papua New Guinea,(352)557-3561x33476,Jessica Mitchell,AI Solution,5492.19,568.57,156.42,Paid,5080.04,2023-06-24,Company D
60,2023-02-14,"8632 Thomas Shoals, Port Nicole, OH 87954",Gonzalez and Sons,lorraineibarra@carroll.com,Mexico,778.231.5339,Jessica Zimmerman,UI/UX Design,277.04,0.71,0.32,Pending,276.65,2023-02-21,Company E
83,2023-06-08,"545 Amanda Mews, Kirstenhaven, DE 99473",Ferrell-Brandt,rlang@chase.info,Turkmenistan,+1-988-866-8313,Michelle Martinez,IoT Solution,3177.52,436.62,231.39,Paid,2972.29,2023-06-19,Company C
61,2023-05-04,"579 Peters Valley Suite 507, South Amy, MN 96674",Cooper-Taylor,harrisondana@hart-joseph.info,Philippines,+1-228-943-0881x666,Shawn Martinez,IoT Solution,4643.01,522.78,216.04,Paid,4336.27,2023-05-27,Company C
48,2023-06-19,"92317 Tucker Route, Trevortown, CA 83958","James, Howard and Reynolds",kwillis@martinez-tran.com,Philippines,+1-835-438-8353x56853,Shawn Simmons,AI Solution,9324.32,512.31,225.8,Overdue,9037.81,2023-07-14,Company C
91,2023-07-05,"5994 Brewer Harbor Apt. 035, New Brittanyview, VI 94790","Martinez, Scott and Lopez",derrickbray@vaughn-vang.info,Holy See (Vatican City State),(820)967-2035x1062,Luke Jones,E-commerce Development,4980.67,169.19,181.91,Pending,4993.39,2023-07-20,Company C
95,2022-11-08,"USNV Hughes, FPO AE 78820","Martinez, Kim and Jones",wrightaudrey@george.com,Sweden,431.908.4488x396,Jill Malone,Web Development,1185.81,168.81,4.8,Overdue,1021.8,2022-12-08,Company E
48,2022-12-28,"17880 Robert Keys, Kaitlinfort, NV 55707","Smith, Johnston and Murphy",laurawilliams@bryant.com,Guernsey,5532310622,Tiffany Parsons,UI/UX Design,689.81,49.55,51.12,Paid,691.38,2023-01-09,Company C
76,2023-01-07,"USCGC Holloway, FPO AE 20721","Merritt, Smith and Christensen",taguilar@mcfarland-mcdaniel.info,Tunisia,+1-350-785-6662,Bruce Gibson,Mobile App Development,2080.8,50.24,164.7,Pending,2195.26,2023-01-28,Company C
30,2022-12-13,"73099 Jones Crest, Hardyton, AL 50837",Morales Ltd,donnarose@roth-carr.info,Tunisia,001-242-538-8879,Sara Vaughn,IoT Solution,3011.62,289.92,81.94,Pending,2803.64,2023-01-11,Company C
29,2022-07-19,"10626 Cassandra Meadows, Juliehaven, NY 20379","Barker, Robertson and Michael",lfleming@hubbard.org,Pitcairn Islands,810-557-3793x60719,Trevor Davis,Web Development,1992.59,63.07,11.09,Paid,1940.61,2022-08-01,Company A
18,2023-03-29,"39269 Charles Curve Apt. 365, Tateberg, NV 94577","Meyer, Ramirez and Stone",edwin83@allison.com,Malawi,(710)525-7241x8898,Thomas Alvarado,UI/UX Design,486.65,56.87,26.32,Overdue,456.1,2023-04-21,Company C
44,2023-01-13,"951 Jonathan Land Suite 054, Port Alexis, WV 93056",Bell Group,amorris@keith.biz,Korea,358-644-8643,Heather Clark,UI/UX Design,705.96,99.01,49.64,Overdue,656.59,2023-02-05,Company D
2,2022-10-03,"1831 Brown Islands, East Maryfurt, NV 75354","Melendez, Mcfarland and Goodwin",wclayton@hill-klein.com,Kuwait,001-792-265-3265,Jeffrey Davis,Web Development,2559.65,285.42,63.34,Pending,2337.57,2022-10-28,Company D
26,2023-06-20,"187 Joy Trail Suite 349, Daytown, MH 44456","Evans, Taylor and Hester",sherry95@wood.biz,Venezuela,+1-960-512-4485,John Rodriguez,IoT Solution,2736.17,412.21,22.73,Overdue,2346.69,2023-07-10,Company E
38,2022-08-15,"7419 Cannon Loop, Lake Maryborough, WA 43979",Murphy-Smith,jonathan57@clay-davis.com,Ethiopia,001-531-480-6646x02330,Kimberly Lewis,UI/UX Design,962.98,134.38,40.08,Overdue,868.68,2022-08-24,Company B
63,2022-09-04,"PSC 2933, Box 3428, APO AA 05857",Harvey-Norton,carlaward@horne.com,Gambia,655-497-0980,Cynthia Johnson,UI/UX Design,455.75,31.22,18.43,Overdue,442.96,2022-10-03,Company B
71,2023-02-22,"PSC 6973, Box 8453, APO AP 63614",Johnson PLC,erindaniels@snyder-greer.com,Ecuador,576-616-7844,Aaron Carter,AI Solution,5657.31,757.82,507.19,Paid,5406.68,2023-03-05,Company E
83,2023-02-05,"13044 John Locks Suite 237, New Kimberly, AS 28196","Mills, Gregory and Butler",ronaldwilliamson@larsen.info,Bangladesh,(357)575-0674x4015,Susan Richard,Mobile App Development,3876.37,241.76,368.61,Overdue,4003.22,2023-02-24,Company E
9,2022-12-02,"81518 Ricardo Port, West Gregory, CT 12868",Harrell-James,ihenderson@powell-nelson.com,Niue,676.419.3960x547,Gregory Hale MD,Web Development,2007.71,392.87,148.01,Pending,1762.85,2022-12-22,Company A
79,2023-07-04,"7853 Chen Extensions Suite 177, Houstonfort, OK 36280",Greer PLC,riveraross@beard.com,Dominican Republic,001-447-225-4733x6269,Julie Maldonado,IoT Solution,6131.02,1065.84,45.29,Pending,5110.47,2023-07-19,Company B
73,2022-07-20,"867 Jessica Prairie, Maryburgh, AK 10591","Rodgers, Campbell and Woods",steinmichelle@phillips.com,Ireland,001-705-291-2046,Matthew Lawson,IoT Solution,7127.06,1391.95,324.96,Pending,6060.07,2022-08-12,Company B
44,2023-02-13,"4044 James Squares, Coreyside, NE 66755","Vargas, Leonard and Maldonado",bgomez@schmidt.biz,Christmas Island,+1-851-979-6097x4374,Aaron Fuller,E-commerce Development,3650.4,95.21,258.73,Paid,3813.92,2023-03-01,Company C
84,2023-03-05,"Unit 3153 Box 5590, DPO AP 46903",Gibbs LLC,david97@villarreal.com,Bhutan,312.998.4864x76867,Sarah Jackson,IoT Solution,5544.0,1037.49,388.24,Paid,4894.75,2023-03-26,Company B
31,2023-03-08,"062 Cook Hill, Ramirezburgh, IL 52433",Sanchez PLC,darlene59@horn-james.org,France,(532)329-9472x7396,Lauren Bennett,AI Solution,7864.62,472.11,764.5,Paid,8157.01,2023-03-20,Company E
22,2023-07-04,"127 James Turnpike Apt. 677, Port Stacyberg, MA 37020","Bradley, Martinez and Davis",jessicaferrell@williams-wells.com,Armenia,7379096464,Thomas Maddox,E-commerce Development,1031.3,176.8,21.35,Paid,875.85,2023-07-24,Company B
65,2023-04-07,"9149 Wright Court, Ryanton, ND 82906","Reynolds, Long and Williams",meganstewart@decker-hill.com,Ireland,437.323.2595x9840,Mark Palmer,IoT Solution,7084.15,943.8,610.42,Overdue,6750.77,2023-05-07,Company B
4,2023-05-04,"029 Bryant Turnpike Suite 555, New Kellyberg, SD 11853",Ho-Wood,paul76@wilkinson.com,Turkey,2479501741,Angel Hoffman,E-commerce Development,3684.49,300.88,356.48,Pending,3740.09,2023-05-13,Company C
73,2023-05-11,"017 Taylor Court Apt. 532, Timothyfurt, MP 41967",Phillips-Hernandez,nicholas92@graves-moreno.net,Venezuela,001-851-418-6673x52421,Morgan Harris,Mobile App Development,4153.43,371.89,269.57,Pending,4051.11,2023-05-21,Company E
76,2023-06-03,"2664 Michael Port, West Katherineville, MI 54124",Murray and Sons,rbryant@pierce.net,Saint Martin,001-247-625-2640x796,Tracy Turner,AI Solution,9477.32,1018.13,67.05,Paid,8526.24,2023-06-26,Company C
84,2022-12-17,"30036 Timothy View, East Angelaview, VI 34032",Smith-Hall,abbottlogan@higgins.com,Eritrea,(688)395-0746x42589,Amanda Galloway,Mobile App Development,2374.47,238.58,100.86,Overdue,2236.75,2023-01-06,Company E
91,2023-01-15,"USS Barnett, FPO AE 02082",Thomas Group,lbarr@schultz.com,Nauru,668.649.8892x241,Catherine Thomas,Web Development,2375.01,151.02,155.17,Paid,2379.16,2023-01-26,Company A
90,2023-05-11,"550 James Heights Suite 948, Stephanieton, MO 43252",Young Group,qsingh@anderson-white.com,Georgia,602-238-6907x45357,William Williams,UI/UX Design,512.93,72.87,46.84,Paid,486.9,2023-05-18,Company D
93,2023-04-10,"457 West Pike Apt. 487, Mcfarlandstad, NJ 83064",Harris PLC,isabella44@king.com,Qatar,(555)485-6201x781,Barbara Santiago,AI Solution,8106.47,1474.75,108.05,Overdue,6739.77,2023-04-17,Company E
19,2023-02-18,"0487 Christian Lodge, Marybury, VT 70493",Howell-Taylor,richard37@schaefer.org,Papua New Guinea,+1-832-673-7849x9386,Sean Miller,IoT Solution,2684.31,449.81,152.23,Overdue,2386.73,2023-03-14,Company C
98,2022-11-20,"USCGC Goodman, FPO AA 73535",Brooks Inc,vwilson@carpenter-hampton.biz,Saint Vincent and the Grenadines,987.445.5221x746,Erica Brandt,AI Solution,7479.05,976.89,56.16,Overdue,6558.32,2022-11-29,Company D
8,2023-01-20,"3786 Johnson Ridge Apt. 292, South Catherineville, MP 03769","Gomez, Ramos and Perkins",rkelly@jones.net,Puerto Rico,+1-879-556-4086x47727,Sandra Wright,AI Solution,8844.94,889.27,322.27,Pending,8277.94,2023-02-01,Company A
27,2022-07-15,"947 David Crossing, East Denise, IA 88234",Villanueva-Barrett,sherryneal@mccarthy-bowman.com,Moldova,(550)625-4245x2976,Sharon Snyder,IoT Solution,6245.34,860.41,289.21,Pending,5674.14,2022-08-04,Company C
6,2023-04-23,"003 Barbara Glens Apt. 947, West Anthonyberg, MI 17291",Ramos Inc,connorallen@walker-mccarthy.com,Saudi Arabia,001-274-213-6362,Nicholas Bailey,E-commerce Development,2111.31,337.63,98.82,Pending,1872.5,2023-05-01,Company A
18,2022-10-18,"5287 Erica Ways Apt. 207, Jennaberg, WV 59836",Shields-Alexander,lawrencesanford@hunter-valenzuela.com,Sierra Leone,711-706-4962x22952,Megan Saunders,E-commerce Development,4206.58,410.02,249.33,Paid,4045.89,2022-11-06,Company B
78,2022-09-22,"8901 Rollins Flats Suite 455, Markstad, IL 62075",Martin-Washington,codydouglas@davis.com,Hungary,(634)532-2639,Theresa Jones,Web Development,1163.41,61.97,58.51,Pending,1159.95,2022-09-30,Company E
23,2023-06-14,"4311 Grant Square Suite 485, North Keithport, KS 54798",Mclean Group,joyceclarence@clay.com,Papua New Guinea,(948)836-6592,Kathryn Jones,AI Solution,3104.68,63.74,222.36,Pending,3263.3,2023-06-23,Company B
78,2022-09-30,"048 Stephanie Views, South Lanceborough, NC 01543",Carter-Maldonado,amy31@conner.com,Kazakhstan,873-738-4701x4047,Erin Juarez,IoT Solution,5663.4,1051.89,167.2,Paid,4778.71,2022-10-12,Company C
32,2023-02-06,"90979 Jefferson Pines Suite 714, Erikamouth, NV 06110",Anderson-Cook,michaelestrada@wilkinson.biz,Aruba,993.226.3498x4445,Gabriel Bennett,Mobile App Development,3966.63,108.18,204.65,Pending,4063.1,2023-03-04,Company D
42,2022-11-10,"43085 Davis Spring, New Linda, RI 33781",Henderson and Sons,thompsonstephanie@spencer-maldonado.net,Bermuda,001-995-567-7403x865,Robert Herman,UI/UX Design,676.04,107.76,56.57,Pending,624.85,2022-12-06,Company C
89,2023-02-28,"8609 Griffin Valleys, North Thomaston, NE 73880",Freeman-Wright,evan16@chambers-brown.com,Malaysia,752.230.4373,Heather Fisher,E-commerce Development,2386.23,222.65,4.59,Overdue,2168.17,2023-03-25,Company C
22,2023-02-14,"USNS Bailey, FPO AA 99811",Doyle-Wells,along@smith.biz,North Macedonia,7224847659,Peter Davidson,AI Solution,8081.88,1602.53,480.88,Pending,6960.23,2023-03-02,Company A
52,2023-02-04,"2166 Nicole Pass, Danielleville, SC 44080",Duncan-Stewart,jonesanthony@bell.com,Gabon,(759)717-0842,Rebecca Blanchard,IoT Solution,6221.55,62.98,297.89,Pending,6456.46,2023-02-13,Company A
21,2022-10-27,"1531 David Walks, East Michael, MS 76551","Leonard, Ruiz and Madden",garciaangela@perry.info,Anguilla,(922)212-5209x170,Christopher Hayes,UI/UX Design,865.21,125.04,73.72,Overdue,813.89,2022-11-06,Company E
42,2023-06-01,"935 Watts Ferry Suite 237, Lucasborough, AK 33712",Patel-Riggs,brittanysandoval@johnson-leach.info,Indonesia,001-736-772-4247x30184,William Williams,UI/UX Design,488.97,11.26,36.02,Paid,513.73,2023-06-29,Company A
82,2023-04-17,"51930 Perkins Bridge Apt. 819, West Jessestad, NY 09189",Garrett-Castaneda,mitchellnicholas@cook-sweeney.com,Seychelles,001-949-354-0868x5579,Danielle Fields,IoT Solution,4806.34,469.78,211.82,Overdue,4548.38,2023-05-06,Company B
98,2023-04-18,"8572 Christopher Highway Suite 835, Angelamouth, AZ 16037",Vance Group,jason21@edwards.info,Niue,(748)418-2732,Steven Cole,IoT Solution,3508.82,85.92,53.16,Overdue,3476.06,2023-04-26,Company A
11,2022-12-23,"389 Tucker Mountains, North Ricky, NJ 87931","Haas, Petty and Brown",ashley99@williams-kim.com,Iraq,6829473419,Debra Fitzpatrick,Mobile App Development,2793.27,258.56,132.26,Paid,2666.97,2022-12-30,Company B
15,2023-04-11,"67713 Dillon Road Apt. 400, Holmesland, KY 25968","Terry, Anderson and Jones",wellskimberly@gordon.com,Faroe Islands,+1-352-707-1062x7234,Jennifer Hubbard,IoT Solution,4125.1,483.52,353.26,Pending,3994.84,2023-04-25,Company E
28,2023-04-29,"999 Carrie Wells Apt. 518, West Adrianburgh, ID 58069",Ellis Ltd,smithrichard@robinson.org,Saint Helena,817-456-2459x6139,Michael Kennedy,AI Solution,4075.63,487.03,187.35,Overdue,3775.95,2023-05-09,Company E
73,2023-01-20,"35223 Samantha Run, East Justinburgh, AS 23402",West-Brady,jamespierce@hendricks.com,Austria,(837)491-9455x6426,Jeremy Freeman,IoT Solution,6831.61,936.22,274.36,Overdue,6169.75,2023-02-03,Company B
20,2023-03-18,"5937 Curtis Springs Suite 029, New Kevinland, OH 15109","Mitchell, Zimmerman and Avila",martinezjessica@hess-simpson.net,Dominica,001-999-276-7256,John Baker,IoT Solution,4400.0,57.42,325.81,Pending,4668.39,2023-04-09,Company A
87,2022-09-25,"23620 Mata Branch Apt. 056, New Maria, FM 61216","Lee, Warren and Suarez",fvelasquez@white-davis.info,French Guiana,3187161906,Daniel Moore,Web Development,2816.97,439.89,183.9,Pending,2560.98,2022-10-11,Company E
74,2022-12-14,"4901 Stephanie Island Suite 825, South Christinehaven, MT 55674",Moore Ltd,xjones@mann.com,Niger,+1-228-438-3392x4807,Pamela Clark,Web Development,2191.46,53.16,14.71,Paid,2153.01,2023-01-04,Company D
27,2023-03-02,"2545 Ross Burg, Lisafort, KY 59132",Mitchell Group,mullinstimothy@lucas.com,Micronesia,239.964.6669x5425,Derek Kirby,Mobile App Development,4209.77,402.77,393.72,Paid,4200.72,2023-03-25,Company D
61,2022-12-30,"59926 Mark Skyway, South Darren, SD 34562","Ali, Hall and Johns",upoole@wallace.net,Fiji,(872)210-1512x57612,Lindsey Graham,E-commerce Development,3136.56,16.53,237.83,Pending,3357.86,2023-01-10,Company B
92,2022-12-13,"80027 Cortez Bridge Suite 963, Howellbury, SC 32460",Torres-Pham,aimeenolan@williams-edwards.biz,Myanmar,(222)489-2637x41934,Tracy Jones,Mobile App Development,2145.05,202.97,102.47,Paid,2044.55,2023-01-10,Company A
41,2022-08-21,"USCGC Mills, FPO AA 98502",Hale-Deleon,taylorjoe@gordon-mullins.com,Martinique,(521)476-9162,Mrs. Carrie Coleman,Mobile App Development,1724.73,151.69,67.14,Paid,1640.18,2022-08-31,Company D
80,2022-10-17,"68734 Lauren Corner, New Christopherfort, MO 63767","Lopez, Preston and Watson",dmcgrath@white.com,Latvia,+1-957-845-0250x560,Cole Miller,AI Solution,8539.63,1560.15,657.8,Overdue,7637.28,2022-11-09,Company E
77,2023-01-04,"4911 James Rest Apt. 704, West Annafurt, TN 11182","Robinson, Cochran and Sanchez",ndowns@bowers-roberts.com,Panama,482-885-7603x705,Rachel Little,UI/UX Design,941.37,124.0,31.16,Overdue,848.53,2023-01-13,Company B
73,2023-05-22,"USS Weber, FPO AE 02348",Kane Ltd,simpsonbrian@kirby.org,Jamaica,+1-506-356-0627x459,Matthew Beck,E-commerce Development,2154.23,137.31,110.34,Pending,2127.26,2023-06-15,Company C
32,2022-12-27,"893 Barbara Cliff Suite 072, Port Veronicaport, NC 05937",Barrera-Hood,carolinewheeler@ellis.com,United States Minor Outlying Islands,513-489-6085x6822,Albert Williams,UI/UX Design,856.89,144.55,40.54,Pending,752.88,2023-01-20,Company A
39,2023-03-23,"73009 Hendrix Loaf, Whitehaven, MP 91486",Marshall LLC,antonio40@tucker-delgado.com,Mauritania,001-359-404-0639x152,Shannon Berry,AI Solution,5948.72,1054.31,207.16,Overdue,5101.57,2023-04-01,Company A
69,2023-01-24,"199 Kennedy Way, Thomasfurt, WI 10020",Ray-Cohen,dawnallison@savage-wright.com,Myanmar,344.507.1060x23511,Christopher Barnes,E-commerce Development,3963.12,584.34,74.44,Pending,3453.22,2023-02-21,Company D
90,2022-07-11,"80770 Sanchez Lane, Hatfieldbury, OR 82287",Nelson Group,smithjoshua@brown.com,Gambia,(977)619-7117x51552,Ricky Chavez,UI/UX Design,265.96,3.68,19.39,Pending,281.67,2022-08-09,Company C
28,2023-02-19,"0881 Bennett Prairie, Martinview, OK 96519","Wright, Watson and Garcia",katieschwartz@walker.com,Russian Federation,2056722316,Jonathon Johnson,E-commerce Development,3945.18,524.71,306.56,Pending,3727.03,2023-02-26,Company E
